order_id,order_date,sku,color,size,unit_price,quantity,revenue,age,discount,customer_rating,stock,category,category_id,category_avg_price,category_total_revenue,category_popularity,holiday_type
242,2022-08-25 13:02:00,799,Dark Blue,XL,288,9,2592,60,20,4,126,Jeans,2,274,559255,83,No Holiday
73,2022-06-09 20:16:00,89,Dark Blue,3XL,258,6,1548,22,15,5,204,Dresses,0,273,563441,84,No Holiday
84,2022-09-19 10:46:00,799,Dark Blue,L,288,9,2592,52,15,2,121,Jackets,1,273,633186,90,No Holiday
146,2022-07-03 21:14:00,799,Dark Blue,M,288,9,2592,52,15,2,411,Sweaters,4,277,553327,79,No Holiday
39,2022-06-23 15:24:00,708,Dark Blue,XL,278,2,556,49,15,2,61,Dresses,0,273,563441,84,No Holiday
158,2022-09-09 11:15:00,539,Black,One Size,268,3,804,36,20,5,108,T-Shirts,5,277,707980,99,No Holiday
164,2022-07-06 17:14:00,9699,Light Blue,One Size,288,6,1728,57,5,4,191,T-Shirts,5,277,707980,99,No Holiday
159,2022-09-09 13:08:00,708,Dark Blue,3XL,278,1,278,22,5,4,375,Jackets,1,273,633186,90,No Holiday
190,2022-08-12 21:29:00,799,Dark Blue,M,266,2,532,40,20,3,333,Dresses,0,273,563441,84,Summer Sale
18,2022-08-06 19:41:00,799,Dark Blue,XL,266,8,2128,61,15,5,137,T-Shirts,5,277,707980,99,No Holiday
172,2022-09-09 07:18:00,708,Dark Blue,4XL,278,3,834,55,20,2,396,Dresses,0,273,563441,84,No Holiday
8,2022-08-31 18:50:00,79,Light Blue,L,297,3,891,37,5,3,145,Jeans,2,274,559255,83,No Holiday
95,2022-07-15 07:54:00,1719,Gray Stripes,One Size,255,6,1530,38,5,3,494,Jackets,1,273,633186,90,No Holiday
42,2022-09-10 11:47:00,708,Dark Blue,2XL,278,5,1390,40,10,1,456,Dresses,0,273,563441,84,No Holiday
101,2022-09-22 20:38:00,799,Dark Blue,L,275,5,1375,34,10,3,148,Jeans,2,274,559255,83,No Holiday
155,2022-09-09 00:17:00,8499,Light Blue,L,238,8,1904,53,10,3,484,Jackets,1,273,633186,90,No Holiday
271,2022-08-30 05:47:00,799,Dark Blue,XL,278,5,1390,44,10,2,434,Jackets,1,273,633186,90,No Holiday
235,2022-08-23 17:38:00,799,Dark Blue,XL,288,7,2016,50,5,1,397,Jeans,2,274,559255,83,No Holiday
50,2022-06-27 10:08:00,799,Dark Blue,M,288,7,2016,36,5,1,352,T-Shirts,5,277,707980,99,Summer Sale
256,2022-08-28 12:12:00,708,Dark Blue,3XL,298,4,1192,27,5,4,329,Dresses,0,273,563441,84,No Holiday
151,2022-07-30 15:18:00,799,Dark Blue,XL,266,9,2394,40,10,5,477,T-Shirts,5,277,707980,99,No Holiday
168,2022-09-09 03:29:00,799,Dark Blue,XL,265,5,1325,25,5,5,335,Sweaters,4,277,553327,79,No Holiday
20,2022-06-15 21:22:00,799,Dark Blue,XL,264,10,2640,32,10,4,206,Jeans,2,274,559255,83,No Holiday
5,2022-06-11 14:46:00,799,Dark Blue,XL,264,3,792,59,0,2,126,Jackets,1,273,633186,90,No Holiday
69,2022-06-06 03:56:00,1719,Thin Black,One Size,268,5,1340,58,20,3,478,Jeans,2,274,559255,83,No Holiday
144,2022-07-29 23:52:00,799,Dark Blue,M,266,9,2394,54,20,2,315,Jackets,1,273,633186,90,No Holiday
33,2022-08-08 08:50:00,799,Dark Blue,L,266,6,1596,34,15,1,139,Sweaters,4,277,553327,79,No Holiday
92,2022-07-14 21:12:00,799,Dark Blue,XL,288,3,864,33,20,1,99,Sweaters,4,277,553327,79,No Holiday
135,2022-07-27 00:31:00,9699,Light Blue,One Size,288,1,288,23,15,5,375,Jeans,2,274,559255,83,No Holiday
174,2022-09-09 08:25:00,799,Dark Blue,L,265,9,2385,58,10,3,418,Sweaters,4,277,553327,79,Christmas
241,2022-08-24 08:05:00,799,Dark Blue,XL,288,3,864,53,10,2,496,Dresses,0,273,563441,84,Summer Sale
110,2022-09-26 13:19:00,799,Dark Blue,L,288,10,2880,29,0,1,378,T-Shirts,5,277,707980,99,No Holiday
94,2022-07-15 23:35:00,708,Dark Blue,2XL,298,4,1192,44,10,4,307,Jackets,1,273,633186,90,No Holiday
136,2022-09-04 19:22:00,799,Dark Blue,M,288,9,2592,55,15,5,231,Sweaters,4,277,553327,79,No Holiday
78,2022-07-10 15:57:00,708,Dark Blue,XL,298,7,2086,51,10,1,226,Dresses,0,273,563441,84,No Holiday
29,2022-06-18 08:36:00,897,Mid Wash,L,268,10,2680,23,5,5,147,Jackets,1,273,633186,90,No Holiday
66,2022-06-06 21:15:00,708,Dark Blue,2XL,278,10,2780,34,5,3,262,Jeans,2,274,559255,83,No Holiday
44,2022-06-24 06:47:00,897,Dark Wash,XL,268,8,2144,48,10,4,129,T-Shirts,5,277,707980,99,No Holiday
128,2022-07-25 10:26:00,799,Dark Blue,M,266,3,798,63,20,5,281,Jackets,1,273,633186,90,No Holiday
142,2022-07-29 14:52:00,799,Dark Blue,M,266,8,2128,51,5,1,480,Jeans,2,274,559255,83,No Holiday
264,2022-08-29 09:58:00,9699,Light Blue,One Size,288,4,1152,55,15,1,142,Dresses,0,273,563441,84,No Holiday
44,2022-06-24 06:47:00,897,Dark Wash,XL,268,6,1608,48,10,4,129,T-Shirts,5,277,707980,99,No Holiday
41,2022-09-10 10:41:00,708,Dark Blue,4XL,278,6,1668,53,5,3,52,Jeans,2,274,559255,83,EID
252,2022-08-27 16:29:00,799,Dark Blue,M,288,7,2016,40,20,4,121,T-Shirts,5,277,707980,99,New Year
264,2022-08-29 09:58:00,9699,Dark Blue,One Size,288,6,1728,61,5,3,166,Jeans,2,274,559255,83,No Holiday
1,2022-06-01 16:05:00,708,Dark Blue,2XL,298,7,2086,60,10,3,490,T-Shirts,5,277,707980,99,No Holiday
3,2022-08-30 09:42:00,799,Dark Blue,XL,278,4,1112,47,10,1,172,Jeans,2,274,559255,83,No Holiday
43,2022-09-10 12:34:00,708,Dark Blue,4XL,278,6,1668,23,10,1,145,T-Shirts,5,277,707980,99,No Holiday
79,2022-07-10 18:29:00,799,Dark Blue,XL,288,10,2880,49,15,1,252,T-Shirts,5,277,707980,99,No Holiday
42,2022-06-24 14:13:00,708,Dark Blue,3XL,278,9,2502,43,0,2,181,Jackets,1,273,633186,90,Black Friday
86,2022-07-12 15:15:00,799,Dark Blue,XL,288,1,288,50,5,5,372,Jeans,2,274,559255,83,No Holiday
238,2022-08-23 07:05:00,708,Dark Blue,2XL,298,8,2384,29,10,3,285,T-Shirts,5,277,707980,99,No Holiday
124,2022-09-03 19:01:00,218,Black,M,318,10,3180,56,5,4,225,Sweaters,4,277,553327,79,No Holiday
143,2022-07-29 20:23:00,708,Dark Blue,2XL,298,6,1788,34,0,2,466,Jeans,2,274,559255,83,No Holiday
44,2022-06-24 06:47:00,89,Dark Blue,3XL,258,4,1032,31,0,4,493,Sweaters,4,277,553327,79,No Holiday
49,2022-09-10 06:09:00,708,Dark Blue,4XL,278,5,1390,64,20,4,78,Dresses,0,273,563441,84,No Holiday
39,2022-09-01 12:15:00,799,Dark Blue,XL,288,5,1440,34,0,4,97,Jeans,2,274,559255,83,No Holiday
108,2022-07-19 19:20:00,799,Dark Blue,M,288,5,1440,58,5,3,314,T-Shirts,5,277,707980,99,No Holiday
63,2022-06-06 10:50:00,799,Dark Blue,XL,264,1,264,40,5,3,295,Dresses,0,273,563441,84,No Holiday
41,2022-06-24 13:23:00,708,Dark Blue,XL,278,4,1112,59,5,4,167,Sweaters,4,277,553327,79,Christmas
102,2022-09-22 21:28:00,799,Dark Blue,XL,275,8,2200,58,15,5,86,Jackets,1,273,633186,90,No Holiday
180,2022-08-01 14:06:00,799,Dark Blue,L,266,6,1596,22,10,3,214,Dresses,0,273,563441,84,No Holiday
53,2022-09-11 08:29:00,799,Dark Blue,M,265,5,1325,24,10,5,137,T-Shirts,5,277,707980,99,New Year
246,2022-08-26 16:02:00,799,Dark Blue,L,269,3,807,40,5,3,442,Sweaters,4,277,553327,79,No Holiday
138,2022-09-04 22:57:00,239,Black,3XL,278,7,1946,18,20,2,417,T-Shirts,5,277,707980,99,No Holiday
33,2022-08-08 08:50:00,799,Dark Blue,L,266,4,1064,34,15,1,139,Sweaters,4,277,553327,79,No Holiday
96,2022-09-21 15:24:00,799,Dark Blue,XL,288,2,576,20,20,1,164,Dresses,0,273,563441,84,No Holiday
129,2022-09-30 20:56:00,799,Dark Blue,M,278,4,1112,20,0,2,301,T-Shirts,5,277,707980,99,No Holiday
11,2022-06-12 21:16:00,708,Dark Blue,3XL,278,6,1668,39,15,1,178,Dresses,0,273,563441,84,No Holiday
66,2022-06-06 21:15:00,708,Dark Blue,2XL,278,4,1112,34,5,3,262,Jeans,2,274,559255,83,No Holiday
272,2022-08-30 07:10:00,799,Dark Blue,L,278,2,556,35,10,5,352,T-Shirts,5,277,707980,99,New Year
203,2022-08-15 17:51:00,799,Dark Blue,XL,266,3,798,39,15,4,332,Jackets,1,273,633186,90,EID
266,2022-08-03 21:27:00,799,Dark Blue,L,266,2,532,38,20,3,251,T-Shirts,5,277,707980,99,New Year
93,2022-09-20 07:39:00,799,Dark Blue,L,288,7,2016,29,20,2,196,Jackets,1,273,633186,90,Black Friday
217,2022-08-17 18:10:00,89,Light Blue,3XL,258,6,1548,42,10,3,386,Jeans,2,274,559255,83,EID
40,2022-06-23 17:35:00,127,Dark Wash,One Size,238,2,476,46,0,5,131,Sweaters,4,277,553327,79,No Holiday
165,2022-09-09 20:58:00,799,Dark Blue,XL,265,5,1325,46,20,4,65,Dresses,0,273,563441,84,No Holiday
101,2022-07-17 17:07:00,708,Dark Blue,2XL,298,3,894,58,20,2,78,Dresses,0,273,563441,84,No Holiday
21,2022-08-07 22:31:00,1719,Thin Blue,One Size,249,3,747,60,15,3,420,T-Shirts,5,277,707980,99,Christmas
189,2022-08-12 13:38:00,799,Dark Blue,M,266,10,2660,28,20,4,152,Dresses,0,273,563441,84,No Holiday
11,2022-08-04 12:30:00,77,C,3XL,239,1,239,29,0,3,468,Jeans,2,274,559255,83,No Holiday
152,2022-07-30 16:03:00,799,Dark Blue,XL,266,2,532,60,10,4,381,T-Shirts,5,277,707980,99,New Year
27,2022-06-18 19:51:00,708,Dark Blue,XL,278,9,2502,55,15,3,70,Jackets,1,273,633186,90,No Holiday
60,2022-06-06 00:12:00,708,Dark Blue,3XL,278,6,1668,40,10,5,139,Sweaters,4,277,553327,79,No Holiday
36,2022-06-21 07:00:00,799,Dark Blue,L,264,9,2376,59,5,2,319,T-Shirts,5,277,707980,99,No Holiday
25,2022-08-08 15:11:00,239,Skintone,3XL,278,7,1946,27,20,4,438,T-Shirts,5,277,707980,99,No Holiday
106,2022-09-24 15:57:00,239,Gray,3XL,259,3,777,35,10,5,168,Sweaters,4,277,553327,79,No Holiday
66,2022-06-06 21:15:00,708,Dark Blue,2XL,278,7,1946,34,5,3,262,Jeans,2,274,559255,83,No Holiday
69,2022-06-06 03:56:00,77,B,3XL,258,5,1290,20,0,5,461,T-Shirts,5,277,707980,99,No Holiday
78,2022-09-17 08:21:00,799,Dark Blue,M,288,5,1440,52,20,3,246,Sweaters,4,277,553327,79,New Year
1,2022-06-01 16:05:00,89,Dark Blue,2XL,258,7,1806,38,10,4,71,Jeans,2,274,559255,83,No Holiday
29,2022-06-18 08:36:00,897,Mid Wash,L,268,5,1340,23,5,5,147,Jackets,1,273,633186,90,No Holiday
111,2022-07-02 11:15:00,708,Dark Blue,2XL,298,5,1490,42,10,1,281,Jeans,2,274,559255,83,No Holiday
53,2022-09-11 08:29:00,61399,Dark Wash,M,278,10,2780,55,20,3,369,Jeans,2,274,559255,83,No Holiday
33,2022-06-20 17:55:00,708,Dark Blue,3XL,278,5,1390,25,15,5,437,Sweaters,4,277,553327,79,Summer Sale
61,2022-09-14 07:03:00,708,Dark Blue,XL,287,1,287,48,10,4,358,T-Shirts,5,277,707980,99,No Holiday
174,2022-09-09 08:25:00,799,Dark Blue,L,265,10,2650,58,10,3,418,Sweaters,4,277,553327,79,Black Friday
233,2022-08-22 07:06:00,1499,Dark Blue,XL,287,2,574,64,5,3,85,T-Shirts,5,277,707980,99,Black Friday
130,2022-07-26 11:20:00,799,Dark Blue,M,266,1,266,52,0,3,142,T-Shirts,5,277,707980,99,No Holiday
219,2022-08-17 04:12:00,799,Dark Blue,M,266,6,1596,52,15,3,141,T-Shirts,5,277,707980,99,No Holiday
74,2022-09-17 19:24:00,799,Dark Blue,XL,288,4,1152,23,5,1,62,T-Shirts,5,277,707980,99,New Year
12,2022-06-12 08:47:00,708,Dark Blue,3XL,278,4,1112,28,15,1,397,Dresses,0,273,563441,84,No Holiday
27,2022-06-18 19:51:00,708,Dark Blue,XL,278,8,2224,55,15,3,70,Jackets,1,273,633186,90,Black Friday
176,2022-07-08 14:28:00,799,Dark Blue,XL,269,9,2421,35,15,5,426,Dresses,0,273,563441,84,EID
107,2022-07-19 14:18:00,799,Dark Blue,XL,288,4,1152,62,15,1,288,Dresses,0,273,563441,84,No Holiday
222,2022-08-18 14:04:00,799,Dark Blue,XL,288,1,288,47,10,5,134,Sweaters,4,277,553327,79,No Holiday
84,2022-09-19 10:46:00,799,Dark Blue,L,288,3,864,52,15,2,121,Jackets,1,273,633186,90,No Holiday
4,2022-08-30 09:42:00,799,Dark Blue,XL,278,8,2224,42,20,4,297,T-Shirts,5,277,707980,99,No Holiday
238,2022-08-23 07:05:00,708,Dark Blue,2XL,298,2,596,29,10,3,285,T-Shirts,5,277,707980,99,No Holiday
133,2022-07-26 22:01:00,708,Dark Blue,XL,298,3,894,43,5,1,141,Sweaters,4,277,553327,79,No Holiday
43,2022-09-10 12:34:00,708,Dark Blue,4XL,278,2,556,23,10,1,145,T-Shirts,5,277,707980,99,Winter Sale
24,2022-06-16 07:47:00,708,Dark Blue,3XL,278,9,2502,53,10,4,308,T-Shirts,5,277,707980,99,No Holiday
187,2022-08-12 13:03:00,799,Dark Blue,L,266,4,1064,62,5,2,172,T-Shirts,5,277,707980,99,EID
191,2022-08-13 11:27:00,799,Dark Blue,M,266,4,1064,22,5,3,401,Dresses,0,273,563441,84,No Holiday
172,2022-09-09 07:18:00,708,Dark Blue,4XL,278,7,1946,55,20,2,396,Dresses,0,273,563441,84,No Holiday
161,2022-09-09 15:28:00,799,Dark Blue,XL,265,6,1590,18,10,1,212,Dresses,0,273,563441,84,No Holiday
114,2022-07-20 18:57:00,799,Dark Blue,XL,288,8,2304,21,20,5,146,T-Shirts,5,277,707980,99,No Holiday
85,2022-09-19 17:02:00,799,Dark Blue,XL,288,8,2304,38,10,3,328,Dresses,0,273,563441,84,No Holiday
182,2022-08-10 20:58:00,799,Dark Blue,M,266,7,1862,31,15,1,60,Dresses,0,273,563441,84,No Holiday
137,2022-09-04 20:44:00,799,Dark Blue,XL,288,10,2880,34,5,2,110,Jackets,1,273,633186,90,No Holiday
100,2022-07-16 09:36:00,799,Dark Blue,XL,288,3,864,57,15,2,382,Jeans,2,274,559255,83,No Holiday
25,2022-08-08 15:11:00,239,Skintone,3XL,278,6,1668,27,20,4,438,T-Shirts,5,277,707980,99,No Holiday
101,2022-09-22 20:38:00,799,Dark Blue,L,275,4,1100,34,10,3,148,Jeans,2,274,559255,83,No Holiday
161,2022-07-31 23:38:00,1719,Black Stripes,One Size,248,1,248,61,0,4,385,Dresses,0,273,563441,84,No Holiday
105,2022-07-18 23:06:00,799,Dark Blue,XL,288,6,1728,40,0,3,267,Jeans,2,274,559255,83,No Holiday
192,2022-08-13 22:06:00,799,Dark Blue,XL,266,8,2128,48,15,1,408,Sweaters,4,277,553327,79,No Holiday
161,2022-09-09 15:28:00,799,Dark Blue,XL,265,1,265,18,10,1,212,Dresses,0,273,563441,84,No Holiday
10,2022-08-31 08:42:00,708,Dark Blue,2XL,298,4,1192,59,15,3,440,Dresses,0,273,563441,84,No Holiday
91,2022-09-02 13:42:00,799,Dark Blue,XL,288,3,864,63,10,5,430,Dresses,0,273,563441,84,No Holiday
135,2022-07-27 00:31:00,9699,Light Blue,One Size,288,6,1728,23,15,5,375,Jeans,2,274,559255,83,EID
109,2022-09-25 08:53:00,799,Dark Blue,XL,278,7,1946,27,20,2,189,T-Shirts,5,277,707980,99,EID
146,2022-07-03 21:14:00,799,Dark Blue,M,288,8,2304,52,15,2,411,Sweaters,4,277,553327,79,Black Friday
198,2022-08-14 19:15:00,799,Dark Blue,M,266,9,2394,53,10,1,118,Sweaters,4,277,553327,79,New Year
151,2022-09-08 16:47:00,799,Dark Blue,L,288,2,576,28,10,2,375,T-Shirts,5,277,707980,99,No Holiday
187,2022-08-12 13:03:00,799,Dark Blue,L,266,6,1596,62,5,2,172,T-Shirts,5,277,707980,99,Winter Sale
197,2022-08-14 13:30:00,799,Dark Blue,L,266,2,532,50,0,3,281,Jeans,2,274,559255,83,No Holiday
101,2022-09-22 20:38:00,799,Dark Blue,L,275,9,2475,34,10,3,148,Jeans,2,274,559255,83,No Holiday
109,2022-09-25 08:53:00,799,Dark Blue,XL,278,8,2224,27,20,2,189,T-Shirts,5,277,707980,99,No Holiday
168,2022-09-09 03:29:00,799,Dark Blue,XL,265,1,265,25,5,5,335,Sweaters,4,277,553327,79,No Holiday
4,2022-08-30 09:42:00,799,Dark Blue,XL,278,9,2502,42,20,4,297,T-Shirts,5,277,707980,99,No Holiday
154,2022-07-30 20:54:00,799,Dark Blue,XL,266,8,2128,53,0,4,50,Jeans,2,274,559255,83,No Holiday
136,2022-09-04 19:22:00,799,Dark Blue,M,288,8,2304,55,15,5,231,Sweaters,4,277,553327,79,No Holiday
135,2022-09-04 17:14:00,9699,Light Blue,One Size,288,7,2016,51,20,4,488,Dresses,0,273,563441,84,No Holiday
31,2022-06-19 09:44:00,799,Dark Blue,XL,264,8,2112,55,15,1,214,Dresses,0,273,563441,84,No Holiday
201,2022-08-15 12:38:00,799,Dark Blue,XL,266,4,1064,24,20,4,62,T-Shirts,5,277,707980,99,No Holiday
236,2022-08-23 19:54:00,89,Dark Blue,2XL,258,6,1548,26,0,3,478,Jackets,1,273,633186,90,No Holiday
191,2022-08-13 11:27:00,799,Dark Blue,M,266,6,1596,22,5,3,401,Dresses,0,273,563441,84,No Holiday
112,2022-07-02 23:40:00,799,Dark Blue,XL,288,8,2304,58,20,2,60,Dresses,0,273,563441,84,No Holiday
121,2022-09-29 21:14:00,239,Gray,3XL,278,5,1390,33,15,5,351,Dresses,0,273,563441,84,No Holiday
11,2022-08-04 12:30:00,77,C,3XL,239,5,1195,29,0,3,468,Jeans,2,274,559255,83,No Holiday
212,2022-08-16 23:53:00,79,Light Blue,L,315,2,630,60,0,2,470,Jackets,1,273,633186,90,No Holiday
52,2022-09-11 23:46:00,799,Dark Blue,M,265,6,1590,28,0,2,123,Sweaters,4,277,553327,79,Summer Sale
138,2022-09-04 22:57:00,239,Black,3XL,278,4,1112,18,20,2,417,T-Shirts,5,277,707980,99,Summer Sale
163,2022-09-09 15:45:00,799,Dark Blue,L,265,8,2120,34,0,4,111,Jackets,1,273,633186,90,No Holiday
25,2022-08-08 15:11:00,239,Skintone,3XL,278,1,278,27,20,4,438,T-Shirts,5,277,707980,99,No Holiday
41,2022-06-24 13:23:00,708,Dark Blue,XL,278,8,2224,59,5,4,167,Sweaters,4,277,553327,79,No Holiday
79,2022-07-10 18:29:00,799,Dark Blue,XL,288,9,2592,49,15,1,252,T-Shirts,5,277,707980,99,Black Friday
31,2022-06-19 09:44:00,799,Dark Blue,XL,264,10,2640,55,15,1,214,Dresses,0,273,563441,84,Winter Sale
231,2022-08-20 23:35:00,3799,Grey Wash,XL,268,9,2412,27,0,1,344,Jeans,2,274,559255,83,No Holiday
101,2022-07-17 17:07:00,708,Dark Blue,2XL,298,9,2682,58,20,2,78,Dresses,0,273,563441,84,No Holiday
47,2022-06-26 00:33:00,9699,Light Blue,One Size,288,9,2592,41,0,5,300,Sweaters,4,277,553327,79,No Holiday
247,2022-08-26 16:08:00,799,Dark Blue,L,269,2,538,50,10,1,199,Jackets,1,273,633186,90,Black Friday
47,2022-06-26 00:33:00,9699,Light Blue,One Size,288,8,2304,41,0,5,300,Sweaters,4,277,553327,79,No Holiday
177,2022-07-09 20:06:00,708,Dark Blue,XL,296,1,296,35,0,2,63,Jackets,1,273,633186,90,No Holiday
34,2022-08-09 11:20:00,799,Dark Blue,XL,266,7,1862,21,20,3,254,T-Shirts,5,277,707980,99,No Holiday
41,2022-09-10 10:41:00,708,Dark Blue,4XL,278,3,834,53,5,3,52,Jeans,2,274,559255,83,No Holiday
46,2022-09-10 18:52:00,708,Dark Blue,3XL,278,5,1390,51,10,1,185,T-Shirts,5,277,707980,99,No Holiday
226,2022-08-19 22:56:00,799,Dark Blue,XL,288,9,2592,56,5,2,94,Sweaters,4,277,553327,79,No Holiday
235,2022-08-23 17:38:00,799,Dark Blue,XL,288,3,864,50,5,1,397,Jeans,2,274,559255,83,No Holiday
164,2022-07-06 17:14:00,9699,Light Blue,One Size,288,5,1440,57,5,4,191,T-Shirts,5,277,707980,99,No Holiday
144,2022-07-29 23:52:00,799,Dark Blue,M,266,10,2660,54,20,2,315,Jackets,1,273,633186,90,No Holiday
153,2022-07-30 18:56:00,799,Dark Blue,L,266,8,2128,45,10,3,175,Dresses,0,273,563441,84,No Holiday
172,2022-09-09 07:18:00,708,Dark Blue,4XL,278,1,278,55,20,2,396,Dresses,0,273,563441,84,No Holiday
105,2022-09-23 09:44:00,799,Dark Blue,L,275,5,1375,60,15,3,221,Jackets,1,273,633186,90,No Holiday
8,2022-06-11 21:09:00,708,Dark Blue,XL,278,5,1390,18,0,5,282,Jackets,1,273,633186,90,No Holiday
28,2022-08-08 02:45:00,799,Dark Blue,L,266,8,2128,31,10,2,362,Jackets,1,273,633186,90,No Holiday
44,2022-06-24 06:47:00,89,Dark Blue,3XL,258,9,2322,31,0,4,493,Sweaters,4,277,553327,79,No Holiday
72,2022-06-08 12:39:00,708,Dark Blue,2XL,278,5,1390,58,10,1,482,Jackets,1,273,633186,90,No Holiday
203,2022-08-15 17:51:00,799,Dark Blue,XL,266,8,2128,39,15,4,332,Jackets,1,273,633186,90,No Holiday
118,2022-09-28 22:11:00,708,Dark Blue,2XL,286,4,1144,33,15,5,488,Sweaters,4,277,553327,79,No Holiday
160,2022-07-31 23:11:00,61399,Mid Wash,M,278,5,1390,48,5,1,137,Jackets,1,273,633186,90,No Holiday
100,2022-07-16 09:36:00,799,Dark Blue,XL,288,6,1728,57,15,2,382,Jeans,2,274,559255,83,No Holiday
124,2022-09-03 19:01:00,218,Black,M,318,2,636,56,5,4,225,Sweaters,4,277,553327,79,New Year
48,2022-06-26 21:58:00,127,Mid Wash,One Size,238,5,1190,59,5,5,414,T-Shirts,5,277,707980,99,No Holiday
209,2022-08-16 13:51:00,799,Dark Blue,M,266,7,1862,20,15,5,117,Jeans,2,274,559255,83,No Holiday
105,2022-09-23 09:44:00,799,Dark Blue,L,275,10,2750,60,15,3,221,Jackets,1,273,633186,90,No Holiday
204,2022-08-15 19:15:00,239,Rust,3XL,245,6,1470,30,15,2,211,Jackets,1,273,633186,90,Black Friday
22,2022-08-07 22:31:00,1719,Blue Stripes,One Size,248,6,1488,48,20,4,62,T-Shirts,5,277,707980,99,No Holiday
35,2022-06-21 10:44:00,708,Dark Blue,XL,278,1,278,49,15,5,60,Dresses,0,273,563441,84,No Holiday
172,2022-09-09 07:18:00,708,Dark Blue,4XL,278,1,278,55,20,2,396,Dresses,0,273,563441,84,EID
143,2022-09-06 20:41:00,708,Dark Blue,3XL,298,2,596,29,20,5,181,Dresses,0,273,563441,84,No Holiday
8,2022-08-31 18:50:00,79,Light Blue,L,297,2,594,37,5,3,145,Jeans,2,274,559255,83,No Holiday
87,2022-09-19 22:28:00,799,Dark Blue,XL,288,1,288,60,5,4,316,Jackets,1,273,633186,90,No Holiday
216,2022-08-17 15:22:00,799,Dark Blue,XL,266,6,1596,45,10,2,265,Dresses,0,273,563441,84,No Holiday
143,2022-07-29 20:23:00,708,Dark Blue,2XL,298,7,2086,34,0,2,466,Jeans,2,274,559255,83,EID
132,2022-09-04 01:03:00,799,Dark Blue,L,288,8,2304,36,15,4,413,Sweaters,4,277,553327,79,No Holiday
190,2022-08-12 21:29:00,799,Dark Blue,M,266,4,1064,40,20,3,333,Dresses,0,273,563441,84,No Holiday
136,2022-09-04 19:22:00,799,Dark Blue,M,288,1,288,55,15,5,231,Sweaters,4,277,553327,79,No Holiday
247,2022-08-26 16:08:00,799,Dark Blue,L,269,3,807,50,10,1,199,Jackets,1,273,633186,90,No Holiday
77,2022-07-10 12:05:00,1719,Thin Blue,One Size,268,1,268,39,10,1,170,Jeans,2,274,559255,83,No Holiday
234,2022-08-22 09:21:00,799,Dark Blue,M,288,5,1440,33,15,3,364,Jeans,2,274,559255,83,No Holiday
11,2022-08-04 12:30:00,77,C,3XL,239,10,2390,29,0,3,468,Jeans,2,274,559255,83,No Holiday
33,2022-06-20 17:55:00,708,Dark Blue,3XL,278,6,1668,25,15,5,437,Sweaters,4,277,553327,79,No Holiday
18,2022-06-15 13:36:00,77,A,3XL,288,5,1440,40,5,1,309,T-Shirts,5,277,707980,99,No Holiday
137,2022-09-04 20:44:00,799,Dark Blue,XL,288,8,2304,34,5,2,110,Jackets,1,273,633186,90,No Holiday
156,2022-09-09 01:08:00,799,Dark Blue,M,265,4,1060,24,15,4,347,Sweaters,4,277,553327,79,No Holiday
2,2022-08-30 09:42:00,89,Dark Blue,3XL,245,10,2450,34,15,2,380,T-Shirts,5,277,707980,99,No Holiday
131,2022-07-26 15:15:00,1719,Blue Stripes,One Size,248,6,1488,60,0,1,377,Dresses,0,273,563441,84,Christmas
99,2022-09-21 06:33:00,799,Dark Blue,M,288,7,2016,24,0,3,363,T-Shirts,5,277,707980,99,No Holiday
104,2022-07-18 19:05:00,799,Dark Blue,M,288,2,576,45,20,2,199,Sweaters,4,277,553327,79,Winter Sale
45,2022-06-25 12:33:00,708,Dark Blue,3XL,298,7,2086,30,5,3,103,Sweaters,4,277,553327,79,No Holiday
120,2022-07-23 13:54:00,799,Dark Blue,XL,266,9,2394,37,5,5,201,Dresses,0,273,563441,84,New Year
10,2022-08-31 08:42:00,708,Dark Blue,2XL,298,8,2384,59,15,3,440,Dresses,0,273,563441,84,Black Friday
64,2022-06-06 11:57:00,708,Dark Blue,2XL,278,2,556,50,10,3,292,Dresses,0,273,563441,84,No Holiday
69,2022-06-06 03:56:00,1719,Thin Black,One Size,268,3,804,58,20,3,478,Jeans,2,274,559255,83,No Holiday
271,2022-08-30 05:47:00,799,Dark Blue,XL,278,2,556,44,10,2,434,Jackets,1,273,633186,90,No Holiday
216,2022-08-17 15:22:00,799,Dark Blue,XL,266,8,2128,45,10,2,265,Dresses,0,273,563441,84,No Holiday
158,2022-09-09 11:15:00,539,Black,One Size,268,7,1876,36,20,5,108,T-Shirts,5,277,707980,99,EID
18,2022-06-15 13:36:00,77,D,3XL,258,9,2322,32,20,5,392,T-Shirts,5,277,707980,99,No Holiday
22,2022-08-07 22:31:00,1719,Blue Stripes,One Size,248,4,992,48,20,4,62,T-Shirts,5,277,707980,99,No Holiday
134,2022-09-04 14:51:00,79,Light Blue,M,315,5,1575,56,5,4,362,Jackets,1,273,633186,90,No Holiday
32,2022-08-08 08:36:00,708,Dark Blue,3XL,298,7,2086,28,10,1,445,Sweaters,4,277,553327,79,Winter Sale
59,2022-09-13 13:06:00,799,Dark Blue,L,275,2,550,24,10,3,431,Jeans,2,274,559255,83,No Holiday
99,2022-07-16 06:36:00,799,Dark Blue,XL,288,7,2016,18,20,4,125,Dresses,0,273,563441,84,No Holiday
